Date,Open,High,Low,Close,Adj Close,Volume
2017-11-09,13.920000,14.070000,13.520000,13.570000,13.570000,1980600
2017-11-10,13.740000,13.740000,13.100000,13.350000,13.350000,1488200
2017-11-13,13.220000,13.300000,12.610000,12.790000,12.790000,3523700
2017-11-14,13.050000,13.050000,12.450000,12.450000,12.450000,1776100
2017-11-15,12.450000,12.450000,12.450000,12.450000,12.450000,0
2017-11-16,12.630000,13.190000,12.610000,13.070000,13.070000,1547600
2017-11-17,13.070000,13.610000,13.000000,13.580000,13.580000,1929800
2017-11-20,13.580000,13.580000,13.580000,13.580000,13.580000,0
2017-11-21,13.700000,14.630000,13.700000,14.250000,14.250000,3121800
2017-11-22,14.430000,14.500000,13.850000,14.200000,14.200000,2166900
2017-11-23,14.160000,14.430000,13.870000,14.350000,14.350000,1002300
2017-11-24,14.250000,14.630000,14.160000,14.220000,14.220000,1077200
2017-11-27,14.190000,14.770000,13.630000,14.650000,14.650000,2018100
2017-11-28,14.810000,15.160000,14.750000,14.840000,14.840000,2428900
2017-11-29,14.840000,15.100000,14.330000,14.450000,14.450000,1423700
2017-11-30,13.900000,14.080000,13.200000,14.040000,14.040000,4743500
2017-12-01,13.890000,14.340000,13.650000,14.190000,14.190000,2230100
2017-12-04,14.240000,14.630000,14.240000,14.410000,14.410000,1724100
2017-12-05,14.420000,14.830000,14.230000,14.490000,14.490000,1874900
2017-12-06,14.400000,14.550000,14.200000,14.390000,14.390000,1238200
2017-12-07,14.250000,14.620000,13.800000,14.380000,14.380000,2324000
2017-12-08,14.560000,14.840000,13.980000,14.120000,14.120000,2468000
2017-12-11,14.410000,14.480000,13.840000,13.900000,13.900000,2177400
2017-12-12,13.850000,13.940000,13.360000,13.890000,13.890000,2601100
2017-12-13,14.000000,14.160000,13.750000,13.890000,13.890000,1157600
2017-12-14,13.660000,13.950000,13.520000,13.640000,13.640000,1137000
2017-12-15,13.650000,13.900000,13.530000,13.830000,13.830000,1230300
2017-12-18,13.830000,14.160000,13.730000,13.840000,13.840000,1079600
2017-12-19,13.780000,13.910000,13.630000,13.750000,13.750000,914600
2017-12-20,13.750000,14.150000,13.750000,13.920000,13.920000,868600
2017-12-21,14.110000,14.400000,13.800000,14.400000,14.400000,1106300
2017-12-22,14.450000,14.600000,14.200000,14.600000,14.600000,881400
2017-12-25,14.600000,14.600000,14.600000,14.600000,14.600000,0
2017-12-26,14.640000,14.640000,14.250000,14.400000,14.400000,725800
2017-12-27,14.500000,14.610000,14.060000,14.190000,14.190000,1182500
2017-12-28,14.080000,14.600000,14.080000,14.600000,14.600000,1511700
2017-12-29,14.600000,14.600000,14.600000,14.600000,14.600000,0
2018-01-02,14.660000,15.270000,14.660000,15.190000,15.190000,1397700
2018-01-03,15.200000,15.550000,15.010000,15.010000,15.010000,1446900
2018-01-04,15.150000,15.580000,15.150000,15.580000,15.580000,1844000
2018-01-05,15.500000,16.000000,15.280000,15.660000,15.660000,1718100
2018-01-08,15.680000,15.750000,15.370000,15.700000,15.700000,991500
2018-01-09,15.800000,15.800000,15.290000,15.320000,15.320000,1116000
2018-01-10,15.250000,15.400000,14.930000,15.000000,15.000000,1129300
2018-01-11,15.010000,15.200000,14.350000,14.600000,14.600000,4080000
2018-01-12,14.600000,14.700000,14.300000,14.610000,14.610000,1517500
2018-01-15,14.750000,15.070000,14.590000,14.800000,14.800000,950000
2018-01-16,14.800000,15.300000,14.700000,15.080000,15.080000,2063300
2018-01-17,15.170000,15.700000,15.080000,15.630000,15.630000,2263800
2018-01-18,15.500000,16.299999,15.430000,16.080000,16.080000,2936100
2018-01-19,16.080000,16.290001,15.660000,15.900000,15.900000,1390800
2018-01-22,15.930000,16.240000,15.930000,16.129999,16.129999,1173700
2018-01-23,16.200001,16.510000,15.800000,16.059999,16.059999,1702700
2018-01-24,16.320000,17.000000,16.240000,17.000000,17.000000,2651500
2018-01-25,17.000000,17.000000,17.000000,17.000000,17.000000,0
2018-01-26,18.000000,18.100000,17.090000,17.750000,17.750000,2076700
2018-01-29,17.500000,18.350000,17.330000,18.170000,18.170000,1659400
2018-01-30,18.180000,18.410000,17.709999,18.030001,18.030001,1911000
2018-01-31,18.180000,18.680000,18.110001,18.110001,18.110001,2104500
2018-02-01,18.100000,18.450001,17.900000,18.240000,18.240000,1417000
2018-02-02,18.000000,18.070000,17.400000,17.790001,17.790001,2018100
2018-02-05,17.700001,17.850000,17.230000,17.250000,17.250000,1405500
2018-02-06,17.049999,17.750000,16.670000,17.750000,17.750000,2525100
2018-02-07,17.799999,17.959999,17.610001,17.750000,17.750000,1441100
2018-02-08,17.799999,18.150000,17.120001,17.150000,17.150000,1645000
2018-02-09,17.250000,17.250000,15.900000,16.549999,16.549999,3073300
2018-02-14,17.049999,17.389999,17.000000,17.250000,17.250000,1784300
2018-02-15,17.260000,17.540001,16.889999,16.950001,16.950001,1177500
2018-02-16,17.030001,17.240000,16.700001,17.020000,17.020000,1230600
2018-02-19,17.049999,17.139999,16.889999,17.120001,17.120001,301000
2018-02-20,17.110001,17.209999,16.790001,17.080000,17.080000,1796700
2018-02-21,17.000000,17.820000,16.980000,17.459999,17.459999,2204200
2018-02-22,17.490000,18.059999,17.490000,18.059999,18.059999,1523300
2018-02-23,18.250000,19.070000,18.110001,19.070000,19.070000,1879300
2018-02-26,19.260000,19.969999,19.250000,19.600000,19.600000,2017300
2018-02-27,19.600000,20.049999,19.420000,19.610001,19.610001,1858900
2018-02-28,19.700001,19.860001,18.930000,19.200001,19.200001,1576500
2018-03-01,19.170000,19.420000,18.549999,19.100000,19.100000,1003500
2018-03-02,18.780001,19.080000,18.290001,19.020000,19.020000,908400
2018-03-05,19.080000,19.290001,18.650000,18.900000,18.900000,1255600
2018-03-06,19.190001,19.290001,18.510000,19.040001,19.040001,1370200
2018-03-07,19.100000,19.250000,18.129999,18.600000,18.600000,2103400
2018-03-08,18.700001,19.500000,18.510000,19.350000,19.350000,2198900
2018-03-09,19.400000,20.719999,19.379999,20.719999,20.719999,1954100
2018-03-12,20.730000,21.850000,20.730000,21.600000,21.600000,2135200
2018-03-13,21.830000,22.219999,21.240000,21.620001,21.620001,2561600
2018-03-14,21.620001,21.910000,20.820000,20.910000,20.910000,1625900
2018-03-15,20.920000,21.200001,20.469999,21.100000,21.100000,1063900
2018-03-16,21.150000,21.950001,21.110001,21.570000,21.570000,1388300
2018-03-19,21.629999,21.629999,20.650000,20.920000,20.920000,1329900
2018-03-20,21.040001,21.370001,20.590000,20.830000,20.830000,1589600
2018-03-21,21.299999,21.299999,20.559999,20.900000,20.900000,1935700
2018-03-22,20.980000,21.170000,20.350000,20.500000,20.500000,2018100
2018-03-23,20.250000,21.469999,20.010000,21.250000,21.250000,1942300
2018-03-26,21.559999,21.900000,21.160000,21.680000,21.680000,1626200
2018-03-27,21.830000,21.900000,21.200001,21.400000,21.400000,1191800
2018-03-28,21.400000,21.400000,20.520000,20.870001,20.870001,1587600
2018-03-29,21.010000,21.940001,21.000000,21.650000,21.650000,2053400
2018-04-02,21.469999,22.000000,21.160000,21.350000,21.350000,1293900
2018-04-03,21.500000,21.809999,21.309999,21.340000,21.340000,827900
2018-04-04,21.000000,21.000000,20.139999,20.559999,20.559999,2052700
2018-04-05,21.230000,21.379999,20.740000,20.990000,20.990000,1496000
2018-04-06,21.299999,24.469999,21.299999,23.889999,23.889999,5519500
2018-04-09,23.930000,24.799999,22.809999,22.910000,22.910000,3142300
2018-04-10,23.350000,23.530001,22.209999,22.450001,22.450001,1637500
2018-04-11,22.580000,22.580000,21.719999,21.809999,21.809999,2221200
2018-04-12,22.020000,22.350000,21.549999,22.000000,22.000000,1961900
2018-04-13,22.010000,22.209999,20.780001,21.200001,21.200001,2840000
2018-04-16,21.200001,21.389999,20.520000,20.520000,20.520000,2250600
2018-04-17,20.820000,22.080000,20.799999,22.030001,22.030001,2424400
2018-04-18,22.290001,22.990000,22.290001,22.740000,22.740000,1952700
2018-04-19,22.500000,22.500000,20.809999,21.209999,21.209999,4291000
2018-04-20,21.200001,21.200001,20.219999,20.549999,20.549999,2929800
2018-04-23,20.700001,21.370001,20.150000,21.040001,21.040001,1934400
2018-04-24,21.549999,21.760000,20.469999,20.500000,20.500000,2815100
2018-04-25,20.240000,20.290001,19.150000,19.150000,19.150000,3823800
2018-04-26,19.250000,19.780001,19.000000,19.280001,19.280001,2249400
2018-04-27,19.500000,19.840000,19.309999,19.500000,19.500000,2375400
2018-04-30,19.600000,19.770000,19.230000,19.420000,19.420000,1654000
2018-05-02,19.200001,19.290001,18.110001,18.299999,18.299999,2915000
2018-05-03,18.480000,18.490000,17.350000,17.440001,17.440001,2978600
2018-05-04,17.200001,18.400000,16.719999,18.250000,18.250000,6163800
2018-05-07,18.469999,18.639999,17.100000,17.240000,17.240000,3231200
2018-05-08,17.240000,17.400000,16.860001,16.860001,16.860001,2122500
2018-05-09,17.100000,17.270000,15.070000,15.200000,15.200000,7167200
2018-05-10,15.400000,16.639999,15.300000,16.290001,16.290001,5645000
2018-05-11,16.330000,16.639999,15.320000,15.780000,15.780000,3495500
2018-05-14,15.990000,16.200001,14.950000,15.050000,15.050000,3250400
2018-05-15,14.550000,14.900000,14.030000,14.900000,14.900000,3356600
2018-05-16,15.110000,15.320000,14.670000,14.870000,14.870000,2318100
2018-05-17,15.150000,15.200000,14.000000,14.150000,14.150000,3167300
2018-05-18,13.850000,14.320000,13.250000,14.210000,14.210000,2849600
2018-05-21,14.860000,14.900000,14.200000,14.740000,14.740000,2709700
2018-05-22,14.940000,15.230000,14.590000,15.000000,15.000000,4027300
2018-05-23,14.680000,14.890000,14.150000,14.200000,14.200000,2460900
2018-05-24,13.800000,14.670000,13.560000,14.150000,14.150000,2895300
2018-05-25,14.510000,14.880000,14.250000,14.390000,14.390000,2207900
2018-05-28,14.400000,14.440000,13.180000,13.250000,13.250000,1824900
2018-05-29,13.700000,14.340000,13.500000,13.910000,13.910000,3250300
2018-05-30,13.950000,14.450000,13.240000,13.490000,13.490000,3339300
2018-06-01,13.670000,13.960000,12.940000,13.290000,13.290000,2911000
2018-06-04,13.470000,14.340000,13.470000,14.300000,14.300000,2737500
2018-06-05,14.360000,14.360000,13.410000,13.530000,13.530000,2936800
2018-06-06,13.550000,13.550000,12.690000,12.800000,12.800000,3905100
2018-06-07,12.400000,12.430000,11.560000,11.970000,11.970000,3934000
2018-06-08,12.090000,12.450000,11.620000,12.250000,12.250000,2815900
2018-06-11,12.360000,12.930000,12.060000,12.240000,12.240000,2620300
2018-06-12,12.300000,12.600000,11.970000,12.350000,12.350000,2201500
2018-06-13,12.440000,12.900000,12.180000,12.500000,12.500000,4306000
2018-06-14,12.630000,12.850000,12.000000,12.100000,12.100000,3185100
2018-06-15,12.030000,12.200000,11.280000,11.450000,11.450000,2856200
2018-06-18,11.300000,11.450000,11.020000,11.100000,11.100000,1802200
2018-06-19,10.900000,11.990000,10.760000,11.740000,11.740000,3358000
2018-06-20,12.010000,12.350000,11.620000,11.800000,11.800000,2695100
2018-06-21,11.730000,11.910000,11.280000,11.550000,11.550000,1680300
2018-06-22,11.420000,11.680000,10.950000,11.090000,11.090000,2646700
2018-06-25,11.160000,11.270000,10.500000,10.610000,10.610000,3233900
2018-06-26,10.650000,10.880000,10.320000,10.470000,10.470000,3129300
2018-06-27,10.300000,10.430000,9.900000,10.180000,10.180000,4254000
2018-06-28,10.050000,10.760000,10.010000,10.650000,10.650000,4426700
2018-06-29,10.850000,10.990000,10.300000,10.420000,10.420000,3346500
2018-07-02,10.300000,10.330000,10.000000,10.120000,10.120000,1841300
2018-07-03,10.240000,10.700000,10.160000,10.200000,10.200000,3651600
2018-07-04,10.250000,10.640000,10.080000,10.500000,10.500000,2489100
2018-07-05,10.700000,10.790000,10.250000,10.610000,10.610000,2715600
2018-07-06,10.690000,11.260000,10.610000,11.120000,11.120000,3994700
2018-07-10,11.320000,11.390000,10.650000,11.030000,11.030000,3728200
2018-07-11,10.900000,11.060000,10.670000,10.670000,10.670000,1599800
2018-07-12,10.810000,11.120000,10.760000,11.090000,11.090000,2410700
2018-07-13,11.080000,11.320000,10.940000,11.210000,11.210000,2337700
2018-07-16,11.500000,12.580000,11.470000,12.510000,12.510000,8036400
2018-07-17,12.600000,13.740000,12.580000,12.890000,12.890000,10684200
2018-07-18,13.180000,13.570000,12.900000,13.220000,13.220000,4859900
2018-07-19,13.090000,13.090000,12.510000,12.900000,12.900000,3898700
2018-07-20,13.600000,14.030000,13.370000,13.560000,13.560000,6384100
2018-07-23,13.560000,13.780000,13.120000,13.600000,13.600000,3196800
2018-07-24,13.980000,14.100000,13.810000,13.900000,13.900000,3396600
2018-07-25,14.040000,14.830000,13.990000,14.830000,14.830000,4969900
2018-07-26,14.720000,14.950000,14.400000,14.630000,14.630000,3061900
2018-07-27,14.720000,14.950000,14.700000,14.800000,14.800000,2723200
2018-07-30,14.900000,15.000000,14.280000,14.450000,14.450000,2686000
2018-07-31,14.450000,14.450000,13.720000,13.810000,13.810000,3348300
2018-08-01,13.750000,13.960000,13.250000,13.700000,13.700000,3897400
2018-08-02,13.800000,14.100000,13.260000,13.600000,13.600000,5960600
2018-08-03,13.700000,14.630000,13.660000,14.440000,14.440000,5619100
2018-08-06,14.550000,14.880000,14.300000,14.360000,14.360000,3812200
2018-08-07,14.570000,14.790000,13.910000,13.990000,13.990000,3865900
2018-08-08,13.870000,14.240000,13.300000,13.390000,13.390000,3673700
2018-08-09,13.580000,13.630000,12.830000,13.050000,13.050000,4858600
2018-08-10,12.900000,12.900000,12.100000,12.310000,12.310000,3489300
2018-08-13,12.100000,12.410000,11.760000,12.410000,12.410000,5154700
2018-08-14,12.750000,12.770000,12.180000,12.480000,12.480000,3278600
2018-08-15,12.090000,12.690000,12.000000,12.620000,12.620000,3496300
2018-08-16,12.800000,13.120000,12.480000,12.550000,12.550000,4188100
2018-08-17,12.250000,12.440000,12.110000,12.160000,12.160000,2289500
2018-08-20,12.280000,12.450000,12.020000,12.360000,12.360000,3030000
2018-08-21,12.210000,12.270000,11.060000,11.140000,11.140000,8217300
2018-08-22,11.040000,11.290000,10.660000,11.250000,11.250000,6187500
2018-08-23,11.360000,11.550000,10.630000,10.630000,10.630000,8018800
2018-08-24,10.950000,11.090000,10.350000,10.390000,10.390000,7585700
2018-08-27,10.560000,10.890000,10.270000,10.770000,10.770000,6590300
2018-08-28,10.660000,10.880000,10.400000,10.560000,10.560000,4461700
2018-08-29,10.650000,11.300000,10.550000,11.220000,11.220000,5942800
2018-08-30,11.000000,11.090000,10.710000,10.880000,10.880000,4923200
2018-08-31,10.930000,11.300000,10.820000,11.210000,11.210000,5010200
2018-09-03,11.040000,11.150000,10.820000,10.860000,10.860000,2831500
2018-09-04,10.850000,11.050000,10.120000,10.120000,10.120000,7315300
2018-09-05,10.170000,10.270000,10.000000,10.020000,10.020000,4313800
2018-09-06,10.240000,10.290000,9.710000,10.040000,10.040000,8148100
2018-09-10,10.480000,10.540000,9.970000,10.120000,10.120000,6315800
2018-09-11,9.880000,9.940000,9.580000,9.610000,9.610000,5752800
2018-09-12,9.740000,9.840000,9.580000,9.620000,9.620000,4576100
2018-09-13,9.710000,9.740000,9.250000,9.310000,9.310000,4776000
2018-09-14,9.350000,9.520000,9.190000,9.330000,9.330000,5942200
2018-09-17,9.300000,10.200000,9.180000,10.010000,10.010000,9119000
2018-09-18,10.150000,10.500000,10.060000,10.310000,10.310000,5820600
2018-09-19,10.310000,10.700000,10.040000,10.500000,10.500000,6453900
2018-09-20,10.760000,11.100000,10.720000,11.090000,11.090000,8249100
2018-09-21,11.200000,11.600000,11.150000,11.410000,11.410000,6477400
2018-09-24,11.160000,11.430000,10.630000,10.680000,10.680000,6735600
2018-09-25,10.030000,10.880000,10.030000,10.750000,10.750000,7944300
2018-09-26,10.750000,11.160000,10.730000,10.900000,10.900000,5865400
2018-09-27,11.000000,11.600000,10.960000,11.600000,11.600000,6925400
2018-09-28,11.370000,11.580000,10.950000,11.050000,11.050000,6237200
2018-10-01,11.160000,11.360000,10.570000,10.610000,10.610000,5657100
2018-10-02,11.210000,11.510000,11.120000,11.490000,11.490000,7612300
2018-10-03,13.000000,13.140000,12.000000,12.250000,12.250000,10023400
2018-10-04,12.000000,12.330000,11.660000,12.150000,12.150000,9102400
2018-10-05,12.500000,12.600000,12.100000,12.400000,12.400000,5839300
2018-10-08,13.700000,14.720000,13.370000,14.720000,14.720000,11899400
2018-10-09,14.640000,15.080000,14.150000,14.830000,14.830000,9318600
2018-10-10,14.450000,14.450000,13.160000,13.300000,13.300000,11892000
2018-10-11,13.800000,14.050000,13.300000,13.540000,13.540000,9601800
2018-10-15,14.000000,14.460000,13.450000,14.090000,14.090000,12645000
2018-10-16,14.550000,16.150000,14.450000,15.900000,15.900000,13492600
2018-10-17,15.530000,16.969999,15.520000,16.250000,16.250000,14488200
2018-10-18,16.150000,16.820000,16.010000,16.180000,16.180000,10856600
2018-10-19,16.549999,16.790001,15.900000,16.209999,16.209999,8905700
2018-10-22,16.559999,16.780001,16.320000,16.600000,16.600000,6175600
2018-10-23,16.200001,16.620001,16.100000,16.559999,16.559999,5092300
2018-10-24,16.430000,16.670000,15.860000,15.940000,15.940000,5539900
2018-10-25,16.150000,16.780001,16.070000,16.450001,16.450001,5901100
2018-10-26,16.600000,18.209999,16.530001,18.209999,18.209999,11058100
2018-10-29,17.440001,17.750000,16.740000,17.030001,17.030001,15343300
2018-10-30,17.379999,18.410000,17.030001,18.410000,18.410000,9228300
2018-10-31,18.250000,18.889999,17.700001,18.400000,18.400000,11669900
